NPRI ID,Company Name,Facility Name,City,Census Subdivision,Census Area or Census Metropolitan Area,Economic Region,Province,Postal Code,Terrestrial Ecozone,Watershed,NAICS 4 Code,NAICS 6 Code,Latitude,Longitude
0000010710,Peterborough Utilities Commission,Peterborough Water Treatment Plant,Peterborough,Peterborough,Peterborough,Muskoka--Kawarthas,ON,K9H 7G4,MixedWood Plain,St. Lawrence Drainage Area,2213,221310,44.3401,-78.3119
0000010730,Queen's University at Kingston,Main Campus,Kingston,Kingston,Kingston,Kingston--Pembroke,ON,K7L 3N6,MixedWood Plain,St. Lawrence Drainage Area,6113,611310,44.2237,-76.499
0000010731,Apotex Inc.,Apotex Inc. Etobicoke site,Toronto,Toronto,Toronto,Toronto,ON,M9W 6Y3,MixedWood Plain,St. Lawrence Drainage Area,3254,325410,43.7508,-79.6255
0000010737,CBM Aggregates,Sunderland Pit,sunderland,Brock, ,Toronto,ON,L0C 3K3,MixedWood Plain,St. Lawrence Drainage Area,2123,212323,44.2279,-79.0706
0000010751,Larsen & Shaw Ltd.,LARSEN & SHAW LIMITED,Walkerton,Brockton, ,Stratford--Bruce Peninsula,ON,N0G 2V0,MixedWood Plain,St. Lawrence Drainage Area,3325,332510,44.1321,-81.162
0000010753,La Cie McCormick Canada,600 CLARKE ROAD,London,London,London,London,ON,N5V 3K5,MixedWood Plain,St. Lawrence Drainage Area,3119,311990,43.0146,-81.1784
0000010759,Vari-Form,Plant B,Strathroy,Strathroy-Caradoc,London,London,ON,N7G 3J3,MixedWood Plain,St. Lawrence Drainage Area,3363,336370,42.9585,-81.607
0000010760,Vari-Form,Plant E,Strathroy,Strathroy-Caradoc,London,London,ON,N7G 4K5,MixedWood Plain,St. Lawrence Drainage Area,3363,336370,42.991,-81.6253
0000010761,Ultra Manufacturing Ltd.,Mitchell Plastics,Kitchener,Kitchener,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N2R 1S2,MixedWood Plain,St. Lawrence Drainage Area,3261,326193,43.4018,-80.49
0000010762,City of Sault Ste. Marie,West End Water Pollution Control Plant,Sault Ste. Marie,Sault Ste. Marie,Sault Ste. Marie,Northeast / Nord-est,ON,P6C 5P4,Boreal Shield,St. Lawrence Drainage Area,2213,221320,46.5243,-84.4077
0000010763,Grenhall Industries Inc.,GRENHALL INDUSTRIES INC.,Brampton,Brampton,Toronto,Toronto,ON,L6T 4X4,MixedWood Plain,St. Lawrence Drainage Area,3252,325210,43.7353,-79.6976
0000010775,Dana Canada Corp.,Dana Chatham,Chatham,Chatham-Kent,Chatham-Kent,Windsor--Sarnia,ON,N7M 5J5,MixedWood Plain,St. Lawrence Drainage Area,3363,336390,42.3812,-82.2142
0000010779,Coca-Cola Refreshments Canada Company,Brampton Plant,Brampton,Brampton,Toronto,Toronto,ON,L6T 5T4,MixedWood Plain,St. Lawrence Drainage Area,3121,312110,43.6819,-79.6993
0000010795,Heidelberg Cement Group,Ashton Plant,Ashton,Ottawa,Ottawa - Gatineau (Ontario part / partie de l'Ontario),Ottawa,ON,K0A 1B0,MixedWood Plain,St. Lawrence Drainage Area,3273,327320,45.17474,-76.05106
0000010796,Creation Technologies LP,Markham BU,Markham,Markham,Toronto,Toronto,ON,L6G 1E1,MixedWood Plain,St. Lawrence Drainage Area,3342,334290,43.8518,-79.3427
0000010797,3M Canada Co.,OH&ES BROCKVILLE 503,Brockville,Brockville,Brockville,Ottawa,ON,K6V 5V8,MixedWood Plain,St. Lawrence Drainage Area,3399,339990,44.6131,-75.6952
0000010798,Lightning Circuits Inc.,LIGHTNING CIRCUITS - ST. CATHARINES,St. Catharines,St. Catharines,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L2M 6S6,MixedWood Plain,St. Lawrence Drainage Area,3359,335990,43.1739,-79.2028
0000010801,Waste Management of Canada Corporation,Petrolia Landfill,Petrolia,Petrolia, ,Windsor--Sarnia,ON,N0N 1R0,MixedWood Plain,St. Lawrence Drainage Area,5622,562210,42.872,-82.1194
0000010803,DEPARTMENT OF NATIONAL DEFENCE,22 Wing North Bay,Hornell Heights,North Bay,North Bay,Northeast / Nord-est,ON,P0H 1P0,Boreal Shield,St. Lawrence Drainage Area,9111,911110,46.3567,-79.4165
0000010804,Region of Peel,North Sheridan Landfill Site (Closed),Mississauga,Mississauga,Toronto,Toronto,ON,L5K 1S5,MixedWood Plain,St. Lawrence Drainage Area,5621,562110,43.5305,-79.6452
0000010809,Conestoga Meat Packers Ltd.,Conestoga Meat Packers,Breslau,Woolwich,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N0B 1M0,MixedWood Plain,St. Lawrence Drainage Area,3116,311611,43.473,-80.391
0000010812,Boart Longyear Canada,Boart Longyear Mississuaga,Mississauga,Mississauga,Toronto,Toronto,ON,L5J 2M7,MixedWood Plain,St. Lawrence Drainage Area,3331,333130,43.5153,-79.6561
0000010818,Safran Landing Systems Canada Inc.,Safran Landing Systems Canada Inc.,Ajax,Ajax,Toronto,Toronto,ON,L1S 2G8,MixedWood Plain,St. Lawrence Drainage Area,3364,336410,43.836,-79.0241
0000010829,Lafarge Canada inc.,Carrière St-Constant,St. Constant,Saint-Mathieu,Montréal,Montérégie,QC,J0L 1X0,MixedWood Plain,St. Lawrence Drainage Area,2123,212315,45.344,-73.5402
0000010830,Lafarge Canada inc.,Sablière St-Gabriel,St-Gabriel-de-Brandon,Saint-Gabriel-de-Brandon, ,Lanaudière,QC,J0K 2N0,Boreal Shield,St. Lawrence Drainage Area,2123,212323,46.2841,-73.3994
0000010877,Triple M Metal LP,Kitchener,Kitchener,Kitchener,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N2C 1X5,MixedWood Plain,St. Lawrence Drainage Area,4181,418110,43.4176,-80.4571
0000010884,Town of Orangeville,Orangeville Water Pollution Control Plant,Orangeville,Orangeville,Toronto,Kitchener--Waterloo--Barrie,ON,L9W 3T6,MixedWood Plain,St. Lawrence Drainage Area,2213,221320,43.9182,-80.087
0000010887,Niagara Energy Products,NIAGARA ENERGY PRODUCTS,Niagara Falls,Niagara Falls,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L2E 7K7,MixedWood Plain,St. Lawrence Drainage Area,3329,332999,43.1124,-79.0722
0000010895,Patriot Forge Co.,Paris Division,Paris,Brant,Brantford,Hamilton--Niagara Peninsula,ON,N3L 3T6,MixedWood Plain,St. Lawrence Drainage Area,3321,332113,43.196,-80.3716
0000010897,McAsphalt Industries Ltd.,Oshawa,Oshawa,Oshawa,Oshawa,Toronto,ON,L1H 6N8,MixedWood Plain,St. Lawrence Drainage Area,3241,324121,43.8676,-78.822
0000010911,LT Custom Furnishings Inc.,LT Custom Furnishings Inc.,Maple,Vaughan,Toronto,Toronto,ON,L6A 0K6,MixedWood Plain,St. Lawrence Drainage Area,3372,337213,43.8103,-79.5304
0000010912,Centerline (Windsor) Ltd.,Special Machinery Division,Windsor,LaSalle,Windsor,Windsor--Sarnia,ON,N9J 3T8,MixedWood Plain,St. Lawrence Drainage Area,3335,333511,42.2514,-83.1011
0000010913,Saputo Foods Ltd.,Ottawa,Ottawa,Ottawa,Ottawa - Gatineau (Ontario part / partie de l'Ontario),Ottawa,ON,K1Z 5A4,MixedWood Plain,St. Lawrence Drainage Area,3115,311511,45.3776,-75.7479
0000010916,P & H Milling Group a Division of Parrish & Heimbecker Limit,P & H Milling Group - Hanover,Hanover,Hanover, ,Stratford--Bruce Peninsula,ON,N4N 3C5,MixedWood Plain,St. Lawrence Drainage Area,3112,311211,44.1577,-81.0313
0000010917,"New-Life Mills, a division of Parrish & Heimbecker Limited",Denfield Feed,Denfield,Middlesex Centre,London,London,ON,N0M 1P0,MixedWood Plain,St. Lawrence Drainage Area,3111,311119,43.1364,-81.436
0000010919,"New-Life Mills, a division of Parrish & Heimbecker Limited",Wyoming Feed,Wyoming,Plympton-Wyoming,Sarnia,Windsor--Sarnia,ON,N0N 1T0,MixedWood Plain,St. Lawrence Drainage Area,3111,311119,42.9482,-82.1168
0000010920,"New-Life Mills, a division of Parrish & Heimbecker Limited",Inkerman Feed,Inkerman,North Dundas, ,Ottawa,ON,K0E 1J0,MixedWood Plain,St. Lawrence Drainage Area,3111,311119,45.03406,-75.3956
0000010922,Doughty Masonry Centre Ltd.,1555 Chemong Road,Peterborough,Selwyn,Peterborough,Muskoka--Kawarthas,ON,K9J 6Z6,MixedWood Plain,St. Lawrence Drainage Area,3273,327330,44.3395,-78.35268
0000010933,Patriot Forge Company,Brantford Facility,Brantford,Brantford,Brantford,Hamilton--Niagara Peninsula,ON,N3T 5S7,MixedWood Plain,St. Lawrence Drainage Area,3321,332113,43.1549,-80.2299
0000010935,Thompsons Ltd.,Granton Facility,Granton,Lucan Biddulph, ,London,ON,N0M 1V0,MixedWood Plain,St. Lawrence Drainage Area,4111,411120,43.2185,-81.2976
0000010936,Thompsons Ltd.,Black's Lane Facility,Rodney,West Elgin, ,London,ON,N0L 2C0,MixedWood Plain,St. Lawrence Drainage Area,4111,411120,42.5456,-81.7126
0000010937,Linamar Corp.,Exkor Manufacturing,Windsor,Windsor,Windsor,Windsor--Sarnia,ON,N8N 5E6,MixedWood Plain,St. Lawrence Drainage Area,3327,332710,42.2904,-82.9087
0000010939,Eaton Industries (Canada) Company,LVDA Milton,Milton,Milton,Toronto,Toronto,ON,L9T 5C3,MixedWood Plain,St. Lawrence Drainage Area,3353,335315,43.5163,-79.9088
0000010944,Wholesome Harvest Bakery,Canada Bread Usine Beauport,Québec,Québec,Québec,Capitale-Nationale,QC,G1E 1Y4,MixedWood Plain,St. Lawrence Drainage Area,3118,311814,46.8592,-71.1947
0000010946,Lafarge Canada Inc. - EAST,Cambridge AGG Site,Cambridge,North Dumfries,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N1R 5S5,MixedWood Plain,St. Lawrence Drainage Area,2123,212315,43.3289,-80.3979
0000010948,Lafarge Canada Inc. - EAST,Dundas Quarry,Dundas,Loyalist,Kingston,Kingston--Pembroke,ON,L9H 5E2,MixedWood Plain,St. Lawrence Drainage Area,2123,212315,44.3072,-76.8518
0000010949,Dimpflmeier Bakery,DIMPFLMEIER BAKERY LIMITED,Toronto,Toronto,Toronto,Toronto,ON,M8Z 2T4,MixedWood Plain,St. Lawrence Drainage Area,3118,311814,43.6341,-79.5293
0000010951,Weston Bakeries Ltd.,Weston Bakeries Kingston,Kingston,Kingston,Kingston,Kingston--Pembroke,ON,K7K 2L7,MixedWood Plain,St. Lawrence Drainage Area,3118,311814,44.2491,-76.4905
0000010952,Canadian Tire Corporation,A.J. Billes Distribution Centre,Brampton,Brampton,Toronto,Toronto,ON,L6T 5J8,MixedWood Plain,St. Lawrence Drainage Area,4931,493110,43.7422,-79.6748
0000010967,Progressive Waste Solutions Canada Inc.,Navan Landfill,Ottawa,Ottawa,Ottawa - Gatineau (Ontario part / partie de l'Ontario),Ottawa,ON,K4B 1H9,MixedWood Plain,St. Lawrence Drainage Area,5622,562210,45.4244,-75.5002
0000010969,Magna Powertrain Inc.,STT,Concord,Vaughan,Toronto,Toronto,ON,L4K 5C2,MixedWood Plain,St. Lawrence Drainage Area,3363,336310,43.8323,-79.5153
0000010970,The Milner-Rigsby Co. Ltd.,THE MILNER-RIGSBY CO. LIMITED,West Lorne,West Elgin, ,London,ON,N0L 2P0,MixedWood Plain,St. Lawrence Drainage Area,3219,321999,42.6032,-81.6033
0000010971,Canada Forgings Inc.,Open Die Plant,Welland,Welland,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L3B 4E3,MixedWood Plain,St. Lawrence Drainage Area,3321,332113,42.9888,-79.2408
0000010973,Packall Packaging Inc.,PACKALL PACKAGING INC.,Brampton,Brampton,Toronto,Toronto,ON,L6T 3X7,MixedWood Plain,St. Lawrence Drainage Area,3231,323119,43.7369,-79.6949
0000010974,"Clean Harbors Canada, Inc.",Clean Harbors Wastewater Treatment,Guelph,Guelph,Guelph,Kitchener--Waterloo--Barrie,ON,N1G 4P5,MixedWood Plain,St. Lawrence Drainage Area,5622,562210,43.4979,-80.2169
0000010975,Militex Coatings,Militex Coatings,London,London,London,London,ON,N5V 3A5,MixedWood Plain,St. Lawrence Drainage Area,3328,332810,43.0267,-81.1891
0000010976,City of Hamilton,Glanbrook Landfill Site,Hamilton,Hamilton,Hamilton,Hamilton--Niagara Peninsula,ON,L0R 1C0,MixedWood Plain,St. Lawrence Drainage Area,5622,562210,43.0705,-79.7917
0000010979,City of Owen Sound,Owen Sound WPCP,Owen Sound,Owen Sound,Owen Sound,Stratford--Bruce Peninsula,ON,N4K 2M6,MixedWood Plain,St. Lawrence Drainage Area,2213,221320,44.5846,-80.9323
0000010981,Mother Parkers Tea & Coffee Inc.,Mother Parkers Tea & Coffee Inc.,Mississauga,Mississauga,Toronto,Toronto,ON,L4Y 1S4,MixedWood Plain,St. Lawrence Drainage Area,3119,311920,43.6013,-79.5886
0000010983,The Corporation of the Town of Kirkland Lake,Kirkland Lake Wastewater Treatment Plant,Kirkland Lake,Kirkland Lake, ,Northeast / Nord-est,ON,P2N 3G1,Boreal Shield,St. Lawrence Drainage Area,2213,221320,48.1394,-80.0356
0000010984,DE BEERS CANADA INC,VICTOR MINE SITE,Kenora,"Kenora, Unorganized", ,Northwest / Nord-ouest,ON,N/A,Hudson Plain,Southwestern Hudson Bay Drainage Area,2123,212392,52.8192,-83.8809
0000010995,FortisOntario Inc.,Gerald Parisien Energy Facility,Cornwall,Cornwall,Cornwall,Ottawa,ON,K6H 5V3,MixedWood Plain,St. Lawrence Drainage Area,2211,221112,45.0278,-74.727
0000011000,Apotex Inc.,Apotex Inc. Richmond Hill Site,Richmond Hill,Richmond Hill,Toronto,Toronto,ON,L4C 5H2,MixedWood Plain,St. Lawrence Drainage Area,3254,325410,43.893,-79.4309
0000011004,Atlas Tube Canada ULC,Atlas Tube Harrow,Harrow,Essex, ,Windsor--Sarnia,ON,N0R 1G0,MixedWood Plain,St. Lawrence Drainage Area,3312,331210,42.0412,-82.9236
0000011005,Belle-Pak Packaging Inc.,BELLE-PAK PACKAGING INC.,Markham,Markham,Toronto,Toronto,ON,L3R 5X9,MixedWood Plain,St. Lawrence Drainage Area,3231,323119,43.8349,-79.318
0000011008,DRS Technologies Canada Ltd,DRS FLIGHT SAFETY AND COMMUNICATIONS,Ottawa,Ottawa,Ottawa - Gatineau (Ontario part / partie de l'Ontario),Ottawa,ON,K2V 1C2,MixedWood Plain,St. Lawrence Drainage Area,3359,335990,45.29987,-75.91224
0000011009,Brighton Beach Power L.P.,Brighton Beach Power,Windsor,Windsor,Windsor,Windsor--Sarnia,ON,N9C 4J3,MixedWood Plain,St. Lawrence Drainage Area,2211,221112,42.2798,-83.0946
0000011012,G3 Canada Limited,G3 Canada Limited - QUÉBEC CITY PLANT,Québec,Québec,Québec,Capitale-Nationale,QC,G1K 7R3,MixedWood Plain,St. Lawrence Drainage Area,4931,493130,46.82136,-71.2025
0000011013,Cascade Canada Ltd.,Guelph Plant,Guelph,Guelph,Guelph,Kitchener--Waterloo--Barrie,ON,N1H 6N9,MixedWood Plain,St. Lawrence Drainage Area,3329,332999,43.5527,-80.2943
0000011017,City of Kawartha Lakes,Lindsay WPCP,Lindsay,Kawartha Lakes,Kawartha Lakes,Muskoka--Kawarthas,ON,K9V 2J2,MixedWood Plain,St. Lawrence Drainage Area,2213,221320,44.386,-78.7389
0000011024,Digital Specialty Chemicals Ltd.,DIGITAL SPECIALTY CHEMICALS LTD.,Toronto,Toronto,Toronto,Toronto,ON,M1E 4Y4,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,43.7653,-79.1691
0000011030,Elmwood Kitchens,Elmwood Kitchens,St. Catharines,St. Catharines,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L2M 5V6,MixedWood Plain,St. Lawrence Drainage Area,3371,337110,43.1767,-79.2064
0000011031,Enbridge Gas Distribution Inc.,CHATHAM D COMPRESSOR STATION,Dresden,Chatham-Kent,Chatham-Kent,Windsor--Sarnia,ON,N0P 1M0,MixedWood Plain,St. Lawrence Drainage Area,4931,493190,42.5707,-82.2236
0000011032,Glencore Canada Corporation,MONTCALM MINE,Timmins,Timmins,Timmins,Northeast / Nord-est,ON,P4N 7K1,Boreal Shield,Southwestern Hudson Bay Drainage Area,2122,212232,48.5972,-81.6037
0000011033,Aevitas Inc.,Aevitas Inc,Ayr,North Dumfries,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N0B 1E0,MixedWood Plain,St. Lawrence Drainage Area,5629,562990,43.3367,-80.448
0000011034,Flying Colours Corp.,Peterborough Airport,Peterborough,Cavan Monaghan,Peterborough,Muskoka--Kawarthas,ON,K9J 6X6,MixedWood Plain,St. Lawrence Drainage Area,3364,336410,44.2348,-78.3544
0000011037,Glen White Industries Ltd.,Steelway Building Systems,Aylmer,Central Elgin,London,London,ON,N5H 2R4,MixedWood Plain,St. Lawrence Drainage Area,3323,332311,42.739,-81.0361
0000011038,Grand Valley Fortifiers Ltd.,Grand Valley Fortifiers,Cambridge,Cambridge,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N1R 5W6,MixedWood Plain,St. Lawrence Drainage Area,3111,311119,43.3584,-80.2889
0000011039,Hartmann Canada Inc.,Hartmann North America,Brantford,Brantford,Brantford,Hamilton--Niagara Peninsula,ON,N3T 5T6,MixedWood Plain,St. Lawrence Drainage Area,3222,322299,43.1441,-80.2963
0000011041,Hymopack Ltd.,Hymopack Ltd.,Toronto,Toronto,Toronto,Toronto,ON,M8Z 5L6,MixedWood Plain,St. Lawrence Drainage Area,3261,326111,43.6239,-79.5462
0000011042,Ingenia Polymers Corp.,Ingenia Polymers Corp,Brantford,Brantford,Brantford,Hamilton--Niagara Peninsula,ON,N3T 5M2,MixedWood Plain,St. Lawrence Drainage Area,3259,325991,43.1307,-80.2388
0000011048,Linamar Corp.,Eston Manufacturing,Guelph,Guelph,Guelph,Kitchener--Waterloo--Barrie,ON,N1H 1E6,MixedWood Plain,St. Lawrence Drainage Area,3327,332710,43.5464,-80.2883
0000011052,Cascades Canada ULC.,Cascades Flexible Packaging Inc.,Mississauga,Mississauga,Toronto,Toronto,ON,L5N 5N1,MixedWood Plain,St. Lawrence Drainage Area,3261,326111,43.6095,-79.7614
0000011053,Parkway Place Holdings Ltd.,243 CONSUMERS RD.,North York,Toronto,Toronto,Toronto,ON,M2J 4W8,MixedWood Plain,St. Lawrence Drainage Area,5311,531120,43.7698,-79.3318
0000011054,Parkway Place Holdings Ltd.,245 CONSUMERS RD.,North York,Toronto,Toronto,Toronto,ON,M2J 1R3,MixedWood Plain,St. Lawrence Drainage Area,5311,531120,43.7695,-79.3308
0000011055,Parkway Place Holdings Ltd.,251 CONSUMERS RD.,North York,Toronto,Toronto,Toronto,ON,M2J 4R3,MixedWood Plain,St. Lawrence Drainage Area,5311,531120,43.77,-79.3303
0000011056,R.W. TOMLINSON LIMITED,Stittsville Quarry,Ottawa,Ottawa,Ottawa - Gatineau (Ontario part / partie de l'Ontario),Ottawa,ON,K0A 1B0,MixedWood Plain,St. Lawrence Drainage Area,2123,212315,45.2353,-75.9817
0000011058,Russel Metals Inc.,"Aberfoyle, Plate and Processing Division",Puslinch,Puslinch,Guelph,Kitchener--Waterloo--Barrie,ON,N0B 2J0,MixedWood Plain,St. Lawrence Drainage Area,4162,416210,43.4593,-80.1279
0000011066,Superior Glove Works Ltd.,Superior Glove,Acton,Halton Hills,Toronto,Toronto,ON,L7J 1S1,MixedWood Plain,St. Lawrence Drainage Area,3159,315990,43.626,-80.0339
0000011067,Taro Pharmaceuticals Inc.,Building 130,Brampton,Brampton,Toronto,Toronto,ON,L6T 1C1,MixedWood Plain,St. Lawrence Drainage Area,3254,325410,43.7119,-79.691
0000011068,Tembec,Cochrane Sawmill,Cochrane,Cochrane, ,Northeast / Nord-est,ON,P0L 1C0,Boreal Shield,Southwestern Hudson Bay Drainage Area,3211,321111,49.0585,-81.0066
0000011073,Linamar Gear,Linamar Gear,Guelph,Guelph,Guelph,Kitchener--Waterloo--Barrie,ON,N1K 1H8,MixedWood Plain,St. Lawrence Drainage Area,3327,332710,43.5304,-80.3078
0000011074,Toyota Boshoku Canada Inc.,TB - Elmira,Elmira,Woolwich,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N3B 3L6,MixedWood Plain,St. Lawrence Drainage Area,3329,332999,43.58249,-80.5557
0000011076,Flex-N-Gate Canada Co.,Flex-N-Gate - Lakeshore,Tecumseh,Lakeshore,Windsor,Windsor--Sarnia,ON,N8N 2L9,MixedWood Plain,St. Lawrence Drainage Area,3363,336390,42.288,-82.8216
0000011077,Viva Healthcare Packaging (Canada) Ltd.,Viva Healthcare Packaging (Canada) Ltd.,Scarborough,Toronto,Toronto,Toronto,ON,M1X 1T1,MixedWood Plain,St. Lawrence Drainage Area,3261,326198,43.8191,-79.2275
0000011081,Woodbridge Foam Corp.,Blenheim,Blenheim,Chatham-Kent,Chatham-Kent,Windsor--Sarnia,ON,N0P 1A0,MixedWood Plain,St. Lawrence Drainage Area,3261,326150,42.342,-82.0001
0000011084,K-G Spray-Pak Inc.,S-P Division,Mississauga,Mississauga,Toronto,Toronto,ON,L5S 1A2,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,43.6991,-79.6642
0000011087,Cargill Limited,Watson Case Ready,Guelph,Guelph,Guelph,Kitchener--Waterloo--Barrie,ON,N1L 1K8,MixedWood Plain,St. Lawrence Drainage Area,3116,311611,43.5595,-80.2009
0000011090,Produits forestiers Résolu,Thunder Bay Sawmill,Thunder Bay,Thunder Bay,Thunder Bay,Northwest / Nord-ouest,ON,P7J 1L7,Boreal Shield,St. Lawrence Drainage Area,3211,321111,48.3591,-89.2332
0000011093,Magna Exteriors and Interiors Corp.,Co-Ex-Tec Industries (North Plant),Concord,Vaughan,Toronto,Toronto,ON,L4K 4S1,MixedWood Plain,St. Lawrence Drainage Area,3363,336390,43.829,-79.4875
0000011094,Court Galvanizing Ltd.,Cambridge Plant,Cambridge,Cambridge,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N1T 2B9,MixedWood Plain,St. Lawrence Drainage Area,3328,332810,43.41,-80.2972
0000011103,Pemco Inc.,Paul Martin Drive Plant 2,Pembroke,Pembroke,Pembroke,Kingston--Pembroke,ON,K8A 7M5,MixedWood Plain,St. Lawrence Drainage Area,3323,332311,45.804,-77.108
0000011104,Alltemp Products Co. Ltd.,Alltemp Products Co. Ltd,Pickering,Pickering,Toronto,Toronto,ON,L1W 3J2,MixedWood Plain,St. Lawrence Drainage Area,4189,418990,43.8223,-79.0621
0000011105,Cargill Limited,Guelph Beef,Guelph,Guelph,Guelph,Kitchener--Waterloo--Barrie,ON,N1L 1P4,MixedWood Plain,St. Lawrence Drainage Area,3116,311611,43.5529,-80.202
0000011108,"Dortec Industries, Magna Closures Inc.",Dortec (Closure Metal Products),Bradford,Bradford West Gwillimbury,Toronto,Kitchener--Waterloo--Barrie,ON,L3Z 2A5,MixedWood Plain,St. Lawrence Drainage Area,3363,336390,44.1195,-79.6034
0000011109,Elmira Pet Products Ltd.,ELMIRA FACILITY,Elmira,Woolwich,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N3B 2Z5,MixedWood Plain,St. Lawrence Drainage Area,3111,311111,43.6029,-80.5517
0000011110,E.I. DuPont Canada,Kingston Site,Kingston,Kingston,Kingston,Kingston--Pembroke,ON,K7L 5A5,MixedWood Plain,St. Lawrence Drainage Area,5417,541710,44.21758,-76.56069
0000011116,Masco Metal Finishing Co. Ltd.,NA,Weston,Toronto,Toronto,Toronto,ON,M9M 2M8,MixedWood Plain,St. Lawrence Drainage Area,3328,332810,43.7423,-79.5363
0000011118,Panabrasive Inc.,Panabrasive Inc.,Welland,Welland,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L3B 5R4,MixedWood Plain,St. Lawrence Drainage Area,3279,327910,42.9681,-79.2138
0000011119,Patheon Inc,Patheon TRO,Mississauga,Mississauga,Toronto,Toronto,ON,L5N 7K9,MixedWood Plain,St. Lawrence Drainage Area,3254,325410,43.6075,-79.7494
0000011120,Praxair Canada Inc.,PRAXAIR CANADA INC. REGINA AIR SEPARATION FACILITY,Regina,Sherwood No. 159,Regina,Regina--Moose Mountain,SK,S4P 3E1,Prairie,Nelson River Drainage Area,3251,325120,50.5214,-104.6352
0000011122,Ridgewood Industries Ltd.,"Ridgewood Industries, Cornwall Plant",Cornwall,Cornwall,Cornwall,Ottawa,ON,K6H 6W6,MixedWood Plain,St. Lawrence Drainage Area,3212,321215,45.0378,-74.6836
0000011127,Con Cast Pipe Inc.,Con Cast Pipe Inc.,Guelph,Puslinch,Guelph,Kitchener--Waterloo--Barrie,ON,N1H 6H9,MixedWood Plain,St. Lawrence Drainage Area,3273,327330,43.4542,-80.1311
0000011130,ARLANXEO Canada Inc.,ARLANXEO EAST,Sarnia,Point Edward,Sarnia,Windsor--Sarnia,ON,N7T 7M2,MixedWood Plain,St. Lawrence Drainage Area,3252,325210,42.9889,-82.4026
0000011131,Teva Canada Ltd.,Stouffville,Stouffville,Whitchurch-Stouffville,Toronto,Toronto,ON,L4A 1H5,MixedWood Plain,St. Lawrence Drainage Area,3254,325410,43.9651,-79.2661
0000011132,Cargill Value Added Protein,"London, Ontario facility",London,London,London,London,ON,N5V 5E3,MixedWood Plain,St. Lawrence Drainage Area,3116,311615,43.0219,-81.154
0000011133,H.C. Starck Canada Inc.,H. C. Starck Canada,Sarnia,Sarnia,Sarnia,Windsor--Sarnia,ON,N7T 8H8,MixedWood Plain,St. Lawrence Drainage Area,3251,325189,42.9529,-82.4113
0000011134,Lafarge Canada inc.,Spragge,Algoma Mills,Bruce Mines, ,Northeast / Nord-est,ON,P0R 1A0,Boreal Shield,St. Lawrence Drainage Area,3273,327310,46.3026,-83.7776
0000011136,The Sarjeant Co. Ltd.,Barrie Ready Mix Plant,Barrie,Barrie,Barrie,Kitchener--Waterloo--Barrie,ON,L4M 4T2,MixedWood Plain,St. Lawrence Drainage Area,3273,327320,44.3763,-79.7141
0000011137,The Sarjeant Co. Ltd.,Pit # 3,Oro Medonte Twp.,Oro-Medonte, ,Kitchener--Waterloo--Barrie,ON,L0L 2E0,MixedWood Plain,St. Lawrence Drainage Area,2123,212323,44.5273,-79.5801
0000011139,P & H Milling Group a Division of Parrish & Heimbecker Limit,P & H Milling Group - Acton,Acton,Halton Hills,Toronto,Toronto,ON,L7J 1K1,MixedWood Plain,St. Lawrence Drainage Area,3112,311211,43.6278,-80.043
0000011144,"ERCO Worldwide, A division of Superior Plus LP",Broadway Avenue Plant,Thunder Bay,Thunder Bay,Thunder Bay,Northwest / Nord-ouest,ON,P7E 6S3,Boreal Shield,St. Lawrence Drainage Area,3251,325189,48.3551,-89.3063
0000011148,Boniferro Mill Works ULC,Boniferro Mill Works ULC,Sault Ste. Marie,Sault Ste. Marie,Sault Ste. Marie,Northeast / Nord-est,ON,P6C 3B5,Boreal Shield,St. Lawrence Drainage Area,3211,321111,46.5517,-84.3548
0000011153,SteelCraft Inc.,Steelcraft QCI -Stratford,Stratford,Stratford,Stratford,Stratford--Bruce Peninsula,ON,N5A 6T3,MixedWood Plain,St. Lawrence Drainage Area,3323,332319,43.3509,-80.9723
0000011154,FNX Mining Company Inc.,McCreedy West Mine,Levack,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Northeast / Nord-est,ON,P0M 2C0,Boreal Shield,St. Lawrence Drainage Area,2122,212232,46.6382,-81.3983
