NPRI ID,Company Name,Facility Name,City,Census Subdivision,Census Area or Census Metropolitan Area,Economic Region,Province,Postal Code,Terrestrial Ecozone,Watershed,NAICS 4 Code,NAICS 6 Code,Latitude,Longitude
0000001866,DeFehr Furniture Ltd.,DEFEHR FURNITURE LTD.,Winnipeg,Winnipeg,Winnipeg,Winnipeg,MB,R2G 1B9,Prairie,Nelson River Drainage Area,3219,321999,49.9311,-97.0669
0000001872,Cascades Canada ULC.,"Cascades Emballage Carton-Caisse - Cabano, une division de C",Temiscouata-sur-le-Lac,Témiscouata-sur-le-Lac, ,Bas-Saint-Laurent,QC,G0L 1E0,Atlantic Maritime,Maritime Provinces Drainage Area,3221,322121,47.67,-68.8625
0000001875,PRODUITS KRUGER s.e.c.,Produits Kruger s.e.c.,Crabtree,Crabtree, ,Lanaudière,QC,J0K 1B0,MixedWood Plain,St. Lawrence Drainage Area,3221,322121,45.9633,-73.47
0000001878,Produits Kruger s.e.c.,"Fabrication région Est, Sherbrooke",Sherbrooke,Sherbrooke,Sherbrooke,Estrie,QC,J1M 1Z4,Atlantic Maritime,St. Lawrence Drainage Area,3221,322121,45.3667,-71.8542
0000001881,Parkland Refining Ltd.,Parkland Refinery,Bowden,Red Deer County, ,Red Deer,AB,T0M 0K0,Prairie,Nelson River Drainage Area,4121,412110,51.9501,-114.0177
0000001885,PotashCorp,POTASH CORP - LANIGAN DIVISION,Lanigan,Usborne No. 310, ,Saskatoon--Biggar,SK,S0K 2M0,Prairie,Nelson River Drainage Area,2123,212396,51.8464,-105.192
0000001902,Nexen Energy ULC.,Balzac Gas Plant,Rocky View County,Rocky View County,Calgary,Calgary,AB,T4A 0P7,Prairie,Nelson River Drainage Area,2111,211113,51.1913,-113.9409
0000001922,General Cable Co,St. Jerome Plant,St. Jerome,Saint-Jérôme,Montréal,Laurentides,QC,J7Y 5G2,Boreal Shield,St. Lawrence Drainage Area,3359,335920,45.775,-74.025
0000001928,Revolution Environmental Solutions Acquisition GP Inc,Revolution Environmental Solutions Acquisition GP Inc.,Hamilton,Hamilton,Hamilton,Hamilton--Niagara Peninsula,ON,L8L 4E3,MixedWood Plain,St. Lawrence Drainage Area,5622,562210,43.2631,-79.8325
0000001931,Sherwin-Williams Canada,Fort Erie Plant,Fort Erie,Fort Erie,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L2A 5M9,MixedWood Plain,St. Lawrence Drainage Area,3255,325510,42.9175,-78.9306
0000001941,GOLDCORP CANADA LTD,Porcupine Gold Mines,South Porcupine,Timmins,Timmins,Northeast / Nord-est,ON,P0N 1H0,Boreal Shield,Southwestern Hudson Bay Drainage Area,2122,212220,48.4633,-81.2475
0000001944,ARLANXEO Canada Inc.,ARLANXEO WEST,Sarnia,Sarnia,Sarnia,Windsor--Sarnia,ON,N7T 7M2,MixedWood Plain,St. Lawrence Drainage Area,3252,325210,42.9398,-82.4251
0000001947,Pinty's Delicious Foods,Port Colborne Poultry Ltd,Port Colborne,Port Colborne,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L3K 5V3,MixedWood Plain,St. Lawrence Drainage Area,3116,311615,42.9108,-79.1879
0000001951,Dimachem Inc,Dimachem Inc.,Windsor,Windsor,Windsor,Windsor--Sarnia,ON,N8X 4G4,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,42.2731,-82.9971
0000001958,Pratt & Whitney Canada Inc.,Établissement 41,Enfield,Halifax,Halifax,Halifax,NS,B2T 1L1,Atlantic Maritime,Maritime Provinces Drainage Area,3364,336410,44.8658,-63.5392
0000001961,Pratt & Whitney Canada Inc.,Établissement 01,Longueuil,Longueuil,Montréal,Montérégie,QC,J4G 1A1,MixedWood Plain,St. Lawrence Drainage Area,3364,336410,45.5531,-73.495
0000001976,The Procter & Gamble Company,Procter & Gamble Brockville Plant,Brockville,Brockville,Brockville,Ottawa,ON,K6V 6K4,MixedWood Plain,St. Lawrence Drainage Area,3256,325610,44.6249,-75.6984
0000001979,Resolute FP Canada Inc.,Papeterie de Dolbeau,Dolbeau-Mistassini,Dolbeau-Mistassini,Dolbeau-Mistassini,Saguenay--Lac-Saint-Jean,QC,G8L 2R4,Boreal Shield,St. Lawrence Drainage Area,3221,322121,48.8791,-72.2189
0000001990,Prospec Chemicals Co.,PROSPEC CHEMICALS - STURGEON COUNTY,Sturgeon County,Sturgeon County,Edmonton,Edmonton,AB,T8L 2T4,Prairie,Nelson River Drainage Area,3251,325110,53.7332,-113.4862
0000002000,ArcelorMittal Exploitation minière Canada,Usine de Bouletage de Port-Cartier,Port-Cartier,Port-Cartier, ,Côte-Nord,QC,G5B 2H3,Boreal Shield,St. Lawrence Drainage Area,2122,212210,50.0334,-66.791
0000002001,Produits forestiers Résolu,PFR Usine de Baie-Comeau,Baie-Comeau,Baie-Comeau,Baie-Comeau,Côte-Nord,QC,G4Z 1K6,Boreal Shield,St. Lawrence Drainage Area,3221,322122,49.255,-68.1561
0000002011,Galata Chemicals (Canada) Inc.,Galata Chemicals (Canada) Inc.,Bradford,Bradford West Gwillimbury,Toronto,Kitchener--Waterloo--Barrie,ON,L3Z 0Z8,MixedWood Plain,St. Lawrence Drainage Area,3252,325210,44.1124,-79.6017
0000002016,Redpath Sugar Ltd,Toronto Refinery,Toronto,Toronto,Toronto,Toronto,ON,M5E 1A3,MixedWood Plain,St. Lawrence Drainage Area,3113,311310,43.642517,-79.370915
0000002031,RPS Composites Inc,Mahone Bay Plant,Mahone Bay,Mahone Bay, ,Southern / Sud,NS,B0J 2E0,Atlantic Maritime,Maritime Provinces Drainage Area,3261,326122,44.4463,-64.3726
0000002038,Alcoa Canada Co.,Aluminerie de Baie-Comeau,Baie-Comeau,Baie-Comeau,Baie-Comeau,Côte-Nord,QC,G4Z 2L6,Boreal Shield,St. Lawrence Drainage Area,3313,331313,49.2583,-68.1461
0000002048,Kemira Chemicals Canada Inc.,Kemira Chemicals Canada Inc.,St. Catharines,St. Catharines,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L2R 2R2,MixedWood Plain,St. Lawrence Drainage Area,3251,325190,43.170538,-79.228849
0000002051,Canadian Kraft Paper Industries Ltd.,Canadian Kraft Paper Industries Ltd.,The Pas,The Pas, ,North / Nord,MB,R9A 1L4,Boreal PLain,Nelson River Drainage Area,3221,322121,53.860974,-101.213325
0000002065,Rohm and Haas Canada LP,WEST HILL PLANT,Toronto,Toronto,Toronto,Toronto,ON,M1E 3T9,MixedWood Plain,St. Lawrence Drainage Area,3255,325510,43.7588,-79.172
0000002068,"Rothsay, a Division of Darling International Canada Inc.",Rothsay - Moorefield,Moorefield,Mapleton, ,Kitchener--Waterloo--Barrie,ON,N0G 2K0,MixedWood Plain,St. Lawrence Drainage Area,3116,311614,43.8144,-80.7153
0000002070,Ruetgers Canada Inc.,Ruetgers Canada Inc,Hamilton,Hamilton,Hamilton,Hamilton--Niagara Peninsula,ON,L8H 5L3,MixedWood Plain,St. Lawrence Drainage Area,3251,325190,43.2603,-79.7914
0000002074,"ERCO Worldwide, A division of Superior Plus LP",Saskatoon Plant,Saskatoon,Saskatoon,Saskatoon,Saskatoon--Biggar,SK,S7K 3R3,Prairie,Nelson River Drainage Area,3251,325181,52.2033,-106.6216
0000002077,Yara Belle Plaine Inc.,Yara Belle Plaine Inc.,Belle Plaine,Pense No. 160,Regina,Regina--Moose Mountain,SK,S0G 0G0,Prairie,Nelson River Drainage Area,3253,325313,50.4333,-105.1833
0000002079,Saskatchewan Power Corporation,Poplar River Power Station,Coronach,Hart Butte No. 11, ,Swift Current--Moose Jaw,SK,S0H 0Z0,Prairie,Mississippi River Drainage Area,2211,221112,49.0472,-105.4883
0000002081,Saskatchewan Power Corporation,Boundary Dam Power Station,Estevan,Estevan No. 5,Estevan,Regina--Moose Mountain,SK,S4A 2A6,Prairie,Nelson River Drainage Area,2211,221112,49.09606,-103.0305
0000002083,Saskatchewan Power Corporation,Shand Power Station,Estevan,Estevan No. 5,Estevan,Regina--Moose Mountain,SK,S4A 2K9,Prairie,Nelson River Drainage Area,2211,221112,49.0879,-102.864
0000002085,Saskatchewan Power Corporation,Queen Elizabeth Power Station,Saskatoon,Saskatoon,Saskatoon,Saskatoon--Biggar,SK,S7M 1P5,Prairie,Nelson River Drainage Area,2211,221112,52.0944,-106.705
0000002088,S&C Electric Canada Ltd.,S&C ELECTRIC CANADA LTD.,Toronto,Toronto,Toronto,Toronto,ON,M9W 1G4,MixedWood Plain,St. Lawrence Drainage Area,3353,335315,43.705,-79.5689
0000002091,Bayer Inc.,Bayer Inc.,Pointe-Claire,Pointe-Claire,Montréal,Montréal,QC,H9R 1B4,MixedWood Plain,St. Lawrence Drainage Area,3254,325410,45.475,-73.8067
0000002097,Diageo Canada Inc.,Gimli Plant,Gimli,Gimli, ,Interlake,MB,R0C 1B0,Boreal PLain,Nelson River Drainage Area,3121,312140,50.655,-97.0026
0000002100,Magris Ressources,La Mine Niobec,Saint-Honoré,Saint-Honoré,Saguenay,Saguenay--Lac-Saint-Jean,QC,G0V 1L0,Boreal Shield,St. Lawrence Drainage Area,2122,212299,48.5322,-71.1578
0000002108,Shell Canada Limited,Waterton Complex,Pincher Creek,Pincher Creek No. 9, ,Lethbridge--Medicine Hat,AB,T0K 1W0,Montane Cordillera,Nelson River Drainage Area,2111,211113,49.3052,-114.0003
0000002119,Shell Canada Limited,Jumping Pound Complex,Calgary,Rocky View County,Calgary,Calgary,AB,T2P 4V8,Boreal PLain,Nelson River Drainage Area,2111,211113,51.0396,-114.559
0000002120,Shell Canada Limited,Caroline Complex,Caroline,Clearwater County, ,Banff--Jasper--Rocky Mountain House,AB,T0M 0M0,Boreal PLain,Nelson River Drainage Area,2111,211113,51.9655,-114.7536
0000002122,SHELL CANADA LIMITED,Brockville Lubricants Plant,Brockville,Brockville,Brockville,Ottawa,ON,K6V 5V7,MixedWood Plain,St. Lawrence Drainage Area,3241,324190,44.6242,-75.6916
0000002128,Shell Canada Limited,Peace River Complex 5-21,Peace River,Northern Sunrise County, ,Athabasca--Grande Prairie--Peace River,AB,T8S 1V1,Boreal PLain,Great Slave Lake Drainage Area,2111,211114,56.3806,-116.795
0000002130,Chemtrade Logistics Inc.,Chemtrade - Fort Saskatchewan Sulphides,Fort Saskatchewan,Fort Saskatchewan,Edmonton,Edmonton,AB,T8L 2T2,Prairie,Nelson River Drainage Area,3251,325190,53.7229,-113.174
0000002132,Sherritt International Corporation,Fort Saskatchewan,Fort Saskatchewan,Fort Saskatchewan,Edmonton,Edmonton,AB,T8L 2T3,Prairie,Nelson River Drainage Area,3314,331410,53.7217,-113.1917
0000002133,Shrader Canada,SHRADER CANADA,Oakville,Oakville,Toronto,Toronto,ON,L6L 6K1,MixedWood Plain,St. Lawrence Drainage Area,3241,324190,43.4278,-79.7169
0000002134,Agrium Inc.,Redwater Fertilizer Operations,Sturgeon County,Sturgeon County,Edmonton,Edmonton,AB,T0A 2W0,Prairie,Nelson River Drainage Area,3253,325313,53.8416,-113.0979
0000002152,Compass Minerals Canada Corporation,UNITY PLANT,Unity,Round Valley No. 410, ,Saskatoon--Biggar,SK,S0K 4L0,Prairie,Nelson River Drainage Area,2123,212393,52.4294,-109.1111
0000002161,Hamilton Specialty Bar Corporation,Hamilton Specialty Bar,Hamilton,Hamilton,Hamilton,Hamilton--Niagara Peninsula,ON,L8N 3R5,MixedWood Plain,St. Lawrence Drainage Area,3311,331110,43.2619,-79.8356
0000002164,Sluyter Company Ltd.,Sluyter Company Ltd,Markham,Markham,Toronto,Toronto,ON,L3R 1G3,MixedWood Plain,St. Lawrence Drainage Area,3256,325610,43.8222,-79.3403
0000002168,Spectra Anodizing Ltd.,SPECTRA ANODIZING - WOODBRIDGE,Woodbridge,Vaughan,Toronto,Toronto,ON,L4L 3R7,MixedWood Plain,St. Lawrence Drainage Area,3328,332810,43.7697,-79.5614
0000002173,Tembec,Kapuskasing Operations,Kapuskasing,Kapuskasing, ,Northeast / Nord-est,ON,P5N 2Y2,Boreal Shield,Southwestern Hudson Bay Drainage Area,3221,322122,49.41,-82.4239
0000002181,AV Group NB Inc.,Nackawic Mill,Nackawic,Nackawic, ,Fredericton--Oromocto,NB,E6G 1W4,Atlantic Maritime,Maritime Provinces Drainage Area,3221,322112,46.0111,-67.2265
0000002182,CRH Canada Group Inc.,Mississauga Cement Plant,Mississauga,Mississauga,Toronto,Toronto,ON,L5J 1K1,MixedWood Plain,St. Lawrence Drainage Area,3273,327310,43.4972,-79.6277
0000002216,Stepan Canada,Longford Mills Plant,Longford Mills,Ramara, ,Kitchener--Waterloo--Barrie,ON,L0K 1L0,MixedWood Plain,St. Lawrence Drainage Area,3256,325610,44.6753,-79.3408
0000002221,Port Hawkesbury Paper LP,Port Hawkesbury Paper,Port Hawkesbury,"Richmond, Subd. A", ,Cape Breton,NS,B9A 1A1,Atlantic Maritime,Maritime Provinces Drainage Area,3221,322122,45.5982,-61.3601
0000002227,Keyera Corp,Simonette Gas Plant,Simonette,Greenview No. 16, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,54.4233,-117.7604
0000002229,Suncor Energy Products Partnership,Montreal Sulphur Plant,Montréal-Est,Montréal-Est,Montréal,Montréal,QC,H1B 1A6,MixedWood Plain,St. Lawrence Drainage Area,3251,325189,45.6364,-73.5213
0000002230,Suncor Energy Oil Sands Limited Partnership,Suncor Energy Inc. Oil Sands,Fort McMurray,Wood Buffalo,Wood Buffalo,Wood Buffalo--Cold Lake,AB,T9H 3E3,Boreal PLain,Great Slave Lake Drainage Area,2111,211114,57.0033,-111.4661
0000002230,Suncor Energy Oil Sands Limited Partnership,Suncor Energy Inc. Oil Sands,Fort McMurray,Wood Buffalo,Wood Buffalo,Wood Buffalo--Cold Lake,AB,T9H 3E3,Boreal PLain,Great Slave Lake Drainage Area,2111,211114,57.0033,-111.4661
0000002233,Terra International (Canada) Inc.,CF Industries Courtright Nitrogen Complex,Courtright,St. Clair,Sarnia,Windsor--Sarnia,ON,N0N 1H0,MixedWood Plain,St. Lawrence Drainage Area,3253,325313,42.8142,-82.4556
0000002238,City of Toronto,Humber Treatment Plant,Toronto,Toronto,Toronto,Toronto,ON,M8Y 1H9,MixedWood Plain,St. Lawrence Drainage Area,2213,221320,43.6333,-79.4806
0000002240,City of Toronto,Ashbridges Bay Treatment Plant,Toronto,Toronto,Toronto,Toronto,ON,M4M 3M9,MixedWood Plain,St. Lawrence Drainage Area,2213,221320,43.6569,-79.3194
0000002247,Nordion (Canada) Inc.,NORDION - OTTAWA,Ottawa,Ottawa,Ottawa - Gatineau (Ontario part / partie de l'Ontario),Ottawa,ON,K2K 1X8,MixedWood Plain,St. Lawrence Drainage Area,3254,325410,45.3402,-75.9139
0000002250,Thomson Gordon Group,Thomson Gordon Group,Burlington,Burlington,Hamilton,Hamilton--Niagara Peninsula,ON,L7M 1A6,MixedWood Plain,St. Lawrence Drainage Area,3261,326150,43.363736,-79.804719
0000002256,Tonolli Canada,TONOLLI CANADA LIMITED,Mississauga,Mississauga,Toronto,Toronto,ON,L4Y 4C2,MixedWood Plain,St. Lawrence Drainage Area,3314,331490,43.6022,-79.5811
0000002274,Syncrude Canada Ltd.,Mildred Lake Plant Site,Fort McMurray,Wood Buffalo,Wood Buffalo,Wood Buffalo--Cold Lake,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211114,57.0405,-111.6192
0000002277,Polyone Canada Inc.,Orangeville Plasticizer,Orangeville,Orangeville,Toronto,Kitchener--Waterloo--Barrie,ON,L9W 3K3,MixedWood Plain,St. Lawrence Drainage Area,3261,326198,43.9133,-80.1158
0000002278,TANTALUM MINING OF CANADA,Bernic Lake Minesite,Lac du Bonnet,"Division No. 19, Unorganized", ,North / Nord,MB,R0E 1A0,Boreal Shield,Nelson River Drainage Area,2122,212299,50.4282,-95.4537
0000002281,Torcad Ltd.,TORCAD LIMITED,Toronto,Toronto,Toronto,Toronto,ON,M8Z 2R5,MixedWood Plain,St. Lawrence Drainage Area,3328,332810,43.6325,-79.5267
0000002284,TransAlta Generation Partnership,Sundance Thermal Electric Power Generating Plant,Duffield,Parkland County,Edmonton,Edmonton,AB,T0E 0N1,Boreal PLain,Nelson River Drainage Area,2211,221112,53.5085,-114.5571
0000002286,TransAlta Generation Partnership,Keephills Thermal Electric Power Generating Plant,Duffield,Parkland County,Edmonton,Edmonton,AB,T0E 0N0,Boreal PLain,Nelson River Drainage Area,2211,221112,53.4487,-114.4491
0000002298,"RPM Canada Company, Tremco Canada Division",TORONTO,Toronto,Toronto,Toronto,Toronto,ON,M4H 1G7,MixedWood Plain,St. Lawrence Drainage Area,3255,325510,43.7131,-79.3483
0000002301,ZCL Composites Inc.,ZCL Corrosion,Edmonton,Edmonton,Edmonton,Edmonton,AB,T6B 2V2,Prairie,Nelson River Drainage Area,3261,326198,53.5061,-113.3979
0000002304,Triple E RV,Triple E RV,Winkler,Winkler,Winkler,South Central / Centre sud,MB,R6W 4C4,Prairie,Nelson River Drainage Area,3362,336215,49.1887,-97.9356
0000002306,Lode-King Industries,LODE-KING INDUSTRIES,Winkler,Winkler,Winkler,South Central / Centre sud,MB,R6W 4B2,Prairie,Nelson River Drainage Area,3169,316990,49.1754,-97.9224
0000002316,Dow Chemical Canada ULC,Prentiss Manufacturing Facility,Prentiss,Lacombe County, ,Red Deer,AB,T4L 2N4,Prairie,Nelson River Drainage Area,3251,325110,52.3858,-113.595
0000002322,Chemtura Canada Co. Cie.,Elmira,Elmira,Woolwich,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N3B 3A3,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,43.5964,-80.5525
0000002334,Univar Canada Ltd.,Valleyfield,Valleyfield,Salaberry-de-Valleyfield,Salaberry-de-Valleyfield,Montérégie,QC,J6S 4M5,MixedWood Plain,St. Lawrence Drainage Area,4184,418410,45.2636,-74.1053
0000002337,Univar Canada Ltd.,Winnipeg,Winnipeg,Winnipeg,Winnipeg,Winnipeg,MB,R3P 0T3,Prairie,Nelson River Drainage Area,4184,418410,49.8369,-97.2055
0000002340,Univar Canada Ltd.,Calgary,Calgary,Calgary,Calgary,Calgary,AB,T2C 2Z5,Prairie,Nelson River Drainage Area,4184,418410,50.9822,-113.9742
0000002343,Univar Canada Ltd.,Richmond,Richmond,Richmond,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V6X 1W5,Pacific Maritime,Pacific Drainage Area,4184,418410,49.1978,-123.1189
0000002346,Univar Canada Ltd.,Downsview,Downsview,Toronto,Toronto,Toronto,ON,M3J 2M5,MixedWood Plain,St. Lawrence Drainage Area,4184,418410,43.7758,-79.4781
0000002349,Univar Canada Ltd.,Edmonton,Edmonton,Edmonton,Edmonton,Edmonton,AB,T5V 1H3,Prairie,Nelson River Drainage Area,4184,418410,53.57,-113.6114
0000002355,Vintex Incorporated,Vintex Incorporated,Mount Forest,Wellington North, ,Kitchener--Waterloo--Barrie,ON,N0G 2L2,MixedWood Plain,St. Lawrence Drainage Area,3133,313320,43.9884,-80.7427
0000002356,La Verrerie Walker Ltée.,LA VERRERIE WALKER LTÉE - ANJOU,Anjou,Montréal,Montréal,Montréal,QC,H1J 1L5,MixedWood Plain,St. Lawrence Drainage Area,3399,339990,45.6187,-73.5668
0000002360,Waterville TG,Waterville TG Waterville,Waterville,Waterville,Sherbrooke,Estrie,QC,J0B 3H0,Atlantic Maritime,St. Lawrence Drainage Area,3262,326290,45.2792,-71.8833
0000002361,Waterville TG,Waterville TG Coaticook,Coaticook,Coaticook, ,Estrie,QC,J1A 2E8,Atlantic Maritime,St. Lawrence Drainage Area,3262,326290,45.1417,-71.8083
0000002364,West Coast Reduction Ltd.,Vancouver,Vancouver,Vancouver,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V5L 4V7,Pacific Maritime,Pacific Drainage Area,3111,311119,49.2848,-123.0701
0000002365,West Coast Reduction Ltd.,Calgary,Calgary,Calgary,Calgary,Calgary,AB,T2C 2A3,Prairie,Nelson River Drainage Area,3111,311119,50.9897,-113.9938
0000002367,West Coast Reduction Ltd.,Saskatoon,Saskatoon,Saskatoon,Saskatoon,Saskatoon--Biggar,SK,S7K 4Z8,Prairie,Nelson River Drainage Area,3111,311119,52.1794,-106.6572
0000002369,Western Wood Preservers Ltd.,Western  Wood Preservers,Aldergrove,Langley,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V4W 2Z6,Pacific Maritime,Pacific Drainage Area,3211,321114,49.0595,-122.5027
0000002372,Nyrstar Myra Falls,Nyrstar Myra Falls Ltd,Campbell River,Strathcona D (Oyster Bay - Buttle Lake),Campbell River,Vancouver Island and Coast / Île de Vancouver et la côte,BC,V9W 6E3,Pacific Maritime,Pacific Drainage Area,2122,212233,49.5772,-125.602
0000002380,Wescast Industries Inc.,WCW - Wescast Casting Wingham,Wingham,North Huron, ,Stratford--Bruce Peninsula,ON,N0G 2W0,MixedWood Plain,St. Lawrence Drainage Area,3315,331511,43.8964,-81.3114
0000002385,Winpak Ltd.,Winpak Division,Winnipeg,Winnipeg,Winnipeg,Winnipeg,MB,R3J 3T3,Prairie,Nelson River Drainage Area,3231,323119,49.8958,-97.2575
0000002388,Woodbridge Foam Corp.,Kipling Plant,Woodbridge,Vaughan,Toronto,Toronto,ON,L4L 2A4,MixedWood Plain,St. Lawrence Drainage Area,3261,326150,43.7897,-79.6
0000002390,Inoac Interior Systems,St. Marys Facility,St Marys,St. Marys, ,Stratford--Bruce Peninsula,ON,N4X 1B9,MixedWood Plain,St. Lawrence Drainage Area,3363,336360,43.2422,-81.1356
0000002395,"GCP Canada, Inc.",GCP Montréal,Montréal,Montréal,Montréal,Montréal,QC,H8R 3H4,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,45.4282,-73.6482
0000002396,Great Lakes Copper Ltd.,Great Lakes Copper Ltd.,London,London,London,London,ON,N5Y 5S6,MixedWood Plain,St. Lawrence Drainage Area,3314,331420,43.0233,-81.1842
0000002396,Great Lakes Copper Ltd.,Great Lakes Copper Ltd.,London,London,London,London,ON,N5Y 5S6,MixedWood Plain,St. Lawrence Drainage Area,3314,331420,43.0233,-81.1842
0000002399,Roll Surface Technologies Inc.,ROLL SURFACE TECHNOLOGIES INC.,Grimsby,Grimsby,Hamilton,Hamilton--Niagara Peninsula,ON,L3M 5H8,MixedWood Plain,St. Lawrence Drainage Area,3328,332810,43.2081,-79.6064
0000002404,A.G. Simpson Automotive Inc.,WINDSOR PLANT,Windsor,Windsor,Windsor,Windsor--Sarnia,ON,N8X 2X9,MixedWood Plain,St. Lawrence Drainage Area,3363,336370,42.2872,-83.0169
0000002405,Marwood Ltd.,MARWOOD TRACYVILLE,Tracyville,Lincoln,Fredericton,Fredericton--Oromocto,NB,E5L 1N7,Atlantic Maritime,Maritime Provinces Drainage Area,3211,321114,45.7664,-66.6787
0000002406,PotashCorp,Potash Corp - Allan Division,Allan,Blucher No. 343,Saskatoon,Saskatoon--Biggar,SK,S0K 0C0,Prairie,Nelson River Drainage Area,2123,212396,51.9386,-106.084
0000002408,Hastings Brass Foundry Ltd.,HASTINGS BRASS FOUNDRY - VANCOUVER,Vancouver,Vancouver,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V5L 3H3,Pacific Maritime,Pacific Drainage Area,3315,331529,49.2827,-123.077
0000002410,Wakefield Canada Inc.,Wakefield Canada Inc.,Toronto,Toronto,Toronto,Toronto,ON,M8W 1P2,MixedWood Plain,St. Lawrence Drainage Area,3241,324190,43.5931,-79.5358
0000002413,Chemrec Inc.,CHEMREC,Cowansville,Cowansville,Cowansville,Montérégie,QC,J2K 0H6,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,45.2228,-72.7713
0000002420,Tarkett inc.,N/A,Farnham,Farnham, ,Montérégie,QC,J2N 1J7,MixedWood Plain,St. Lawrence Drainage Area,3399,339990,45.283,-72.9637
0000002421,BioVectra Inc.,Douglas J Hennesey Biochemical Centre,Charlottetown,Charlottetown,Charlottetown,Prince Edward Island / Île-du-Prince-Édouard,PE,C1E 2C2,Atlantic Maritime,Maritime Provinces Drainage Area,3259,325999,46.2637,-63.1661
0000002451,SABIC Innovative Plastics Canada Inc.,SABIC Innovative Plastics-COBOURG,Cobourg,Hamilton, ,Muskoka--Kawarthas,ON,K9A 4L7,MixedWood Plain,St. Lawrence Drainage Area,3261,326198,43.9578,-78.1208
0000002454,Cloverdale Paint Inc.,Guertin Coatings div. of Cloverdale Paint Inc.,Winnipeg,Winnipeg,Winnipeg,Winnipeg,MB,R2J 0R9,Prairie,Nelson River Drainage Area,3255,325510,49.8836,-97.0806
0000002456,W. R. Grace Canada Corp.,W.R. Grace Canada Corp.,Salaberry-de-Valleyfield,Salaberry-de-Valleyfield,Salaberry-de-Valleyfield,Montérégie,QC,J6S 4K7,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,45.2653,-74.1122
0000002461,Mintech Canada Ltd.,Usine de PCC de Windsor,Windsor,Windsor, ,Estrie,QC,J1S 2L9,Atlantic Maritime,St. Lawrence Drainage Area,3279,327990,45.5605,-71.976
0000002473,Alcot Plastics Ltd.,Alcot Plastics Ltd. - Guelph,Guelph,Guelph,Guelph,Kitchener--Waterloo--Barrie,ON,N1K 1A9,MixedWood Plain,St. Lawrence Drainage Area,3261,326150,43.5393,-80.3189
